session,username,application,activity,event,time,created_at,updated_at,event_value,r2,dial_position,circuit 1:sparks:DMM measurement:measurement,circuit 3:sparks:DMM measurement:measurement,type,red_probe,levelName,button,circuit 1:sparks:DMM measurement:result,Voltage across R2: Measured,key,endRight,board,circuit 1:sparks:DMM measurement:red_probe,circuit 2:sparks:DMM measurement:red_probe,circuit 1:sparks:DMM measurement:dial_position,UID,location,groupname,preCalculation,circuit 2:sparks:DMM measurement:black_probe,endTop,r3,changed,circuit 2:sparks:DMM measurement,value,circuit 3:sparks:DMM measurement:black_probe,result,postCalculation,circuit 2:sparks:DMM measurement:result,circuit 3:sparks:DMM measurement:red_probe,calculation,circuit 3:sparks:DMM measurement:result,black_probe,measurement,r1,circuit 2:sparks:DMM measurement:measurement,Voltage across R3: Goal,startRight,circuit 1:sparks:DMM measurement:black_probe,currentFlowing,Voltage across R2: Goal,startTop,circuit 2:sparks:DMM measurement:dial_position,Voltage across R3: Measured,circuit 3:sparks:DMM measurement:dial_position,Voltage across R1: Measured,Voltage across R1: Goal,via,run_remote_id,run_remote_endpoint,activity_id,interactive_id,url,run_key,activity_name,interactive_url,page_id
b3e78466a388ff4dbeb471b561aeca8c,31729@learn.concord.org,LARA-log-poc,activity: 6200,Calculator button pressed,1475530200.763999,0.0,0.0,"",120,"",voltage,voltage,"","",three-resistors-level3,.,- 2.1 5,"","","",1,c14,"",dcv_20,"","",Weather,8–7,"","",330,true,"","",c14,"",8–7.,"",c20,"",3.22,"","",220,"","","",c20,true,"","","","",dcv_20,"","","",33628,https://learn.concord.org/dataservice/external_activity_data/50b0339b-6f9f-44a8-bc3a-aaea39d17369,6200,56051,http://authoring.concord.org/activities/6200/pages/82826/cdfa48a7-cb9e-412c-93d5-f0fd3479e026,cdfa48a7-cb9e-412c-93d5-f0fd3479e026,Teaching Teamwork - Three Resistors Fall 2016,https://concord-consortium.github.io/teaching-teamwork/#three-resistors-level3,82826
b3e78466a388ff4dbeb471b561aeca8c,31729@learn.concord.org,LARA-log-poc,activity: 6200,Calculator button pressed,1475530201.132999,0.0,0.0,"",120,"",voltage,voltage,"","",three-resistors-level3,2,- 2.1 5,"","","",1,c14,"",dcv_20,"","",Weather,8–7.,"","",330,true,"","",c14,"",8–7.2,"",c20,"",3.22,"","",220,"","","",c20,true,"","","","",dcv_20,"","","",33628,https://learn.concord.org/dataservice/external_activity_data/50b0339b-6f9f-44a8-bc3a-aaea39d17369,6200,56051,http://authoring.concord.org/activities/6200/pages/82826/cdfa48a7-cb9e-412c-93d5-f0fd3479e026,cdfa48a7-cb9e-412c-93d5-f0fd3479e026,Teaching Teamwork - Three Resistors Fall 2016,https://concord-consortium.github.io/teaching-teamwork/#three-resistors-level3,82826
b3e78466a388ff4dbeb471b561aeca8c,31729@learn.concord.org,LARA-log-poc,activity: 6200,Calculator button pressed,1475530201.559,0.0,0.0,"",120,"",voltage,voltage,"","",three-resistors-level3,9,- 2.1 5,"","","",1,c14,"",dcv_20,"","",Weather,8–7.2,"","",330,true,"","",c14,"",8–7.29,"",c20,"",3.22,"","",220,"","","",c20,true,"","","","",dcv_20,"","","",33628,https://learn.concord.org/dataservice/external_activity_data/50b0339b-6f9f-44a8-bc3a-aaea39d17369,6200,56051,http://authoring.concord.org/activities/6200/pages/82826/cdfa48a7-cb9e-412c-93d5-f0fd3479e026,cdfa48a7-cb9e-412c-93d5-f0fd3479e026,Teaching Teamwork - Three Resistors Fall 2016,https://concord-consortium.github.io/teaching-teamwork/#three-resistors-level3,82826
b3e78466a388ff4dbeb471b561aeca8c,31729@learn.concord.org,LARA-log-poc,activity: 6200,Calculation performed,1475530202.161,0.0,0.0,"",120,"",voltage,voltage,"","",three-resistors-level3,"",- 2.1 5,"",=,"",1,c14,"",dcv_20,"","",Weather,"","","",330,"","","",c14,0.71,"","",c20,8-7.29,3.22,"","",220,"","","",c20,true,"","","","",dcv_20,"","","",33628,https://learn.concord.org/dataservice/external_activity_data/50b0339b-6f9f-44a8-bc3a-aaea39d17369,6200,56051,http://authoring.concord.org/activities/6200/pages/82826/cdfa48a7-cb9e-412c-93d5-f0fd3479e026,cdfa48a7-cb9e-412c-93d5-f0fd3479e026,Teaching Teamwork - Three Resistors Fall 2016,https://concord-consortium.github.io/teaching-teamwork/#three-resistors-level3,82826
aa9748b7debe4ef99f5f4fb8b0862ac8,31727@learn.concord.org,LARA-log-poc,activity: 6200,Sent message,1475530203.2849998,0.0,0.0,i have 8 volts on my mm...wth,330,"",current,voltage,"","",three-resistors-level2,"",8.08,"","","",0,c14,c20,dca_20m,"","",Dogs,"",c14,"",330,"","","",c14,"","",2.00,c20,"",h,"","",330,voltage,"","",c20,true,"","",dcv_20,"",dcv_1000,"","","",33631,https://learn.concord.org/dataservice/external_activity_data/0c8efeaa-94ff-48fa-82d2-2f5d44bb5320,6200,56050,http://authoring.concord.org/activities/6200/pages/82825/f51fc073-d5d3-4333-947c-71435e5ff8d4,f51fc073-d5d3-4333-947c-71435e5ff8d4,Teaching Teamwork - Three Resistors Fall 2016,https://concord-consortium.github.io/teaching-teamwork/#three-resistors-level2,82825
aa9748b7debe4ef99f5f4fb8b0862ac8,31727@learn.concord.org,LARA-log-poc,activity: 6200,Calculator dragged,1475530206.0699992,0.0,0.0,"",330,"",current,voltage,"","",three-resistors-level2,"",8.08,"","",215,0,c14,c20,dca_20m,"","",Dogs,"",c14,316,330,"","","",c14,"","",2.00,c20,"",h,"","",330,voltage,"",209,c20,true,"",218,dcv_20,"",dcv_1000,"","","",33631,https://learn.concord.org/dataservice/external_activity_data/0c8efeaa-94ff-48fa-82d2-2f5d44bb5320,6200,56050,http://authoring.concord.org/activities/6200/pages/82825/f51fc073-d5d3-4333-947c-71435e5ff8d4,f51fc073-d5d3-4333-947c-71435e5ff8d4,Teaching Teamwork - Three Resistors Fall 2016,https://concord-consortium.github.io/teaching-teamwork/#three-resistors-level2,82825
aa9748b7debe4ef99f5f4fb8b0862ac8,31727@learn.concord.org,LARA-log-poc,activity: 6200,DMM measurement,1475530207.759,0.0,0.0,"",330,acv_200,ac_voltage,voltage,"",c14,three-resistors-level2,"",01.4,"","","",0,c14,c20,acv_200,"","",Dogs,"",c14,"",330,"","","",c14,  0 1.4,"",2.00,c20,"",h,c20,ac_voltage,330,voltage,"","",c20,true,"","",dcv_20,"",dcv_1000,"","","",33631,https://learn.concord.org/dataservice/external_activity_data/0c8efeaa-94ff-48fa-82d2-2f5d44bb5320,6200,56050,http://authoring.concord.org/activities/6200/pages/82825/f51fc073-d5d3-4333-947c-71435e5ff8d4,f51fc073-d5d3-4333-947c-71435e5ff8d4,Teaching Teamwork - Three Resistors Fall 2016,https://concord-consortium.github.io/teaching-teamwork/#three-resistors-level2,82825
aa9748b7debe4ef99f5f4fb8b0862ac8,31727@learn.concord.org,LARA-log-poc,activity: 6200,DMM measurement,1475530207.756999,0.0,0.0,"",330,acv_200,ac_voltage,voltage,"",c14,three-resistors-level2,"",01.4,"","","",0,c14,c20,acv_200,"","",Dogs,"",c14,"",330,"","","",c14,  0 1.4,"",2.00,c20,"",h,c20,ac_voltage,330,voltage,"","",c20,true,"","",dcv_20,"",dcv_1000,"","","",33631,https://learn.concord.org/dataservice/external_activity_data/0c8efeaa-94ff-48fa-82d2-2f5d44bb5320,6200,56050,http://authoring.concord.org/activities/6200/pages/82825/f51fc073-d5d3-4333-947c-71435e5ff8d4,f51fc073-d5d3-4333-947c-71435e5ff8d4,Teaching Teamwork - Three Resistors Fall 2016,https://concord-consortium.github.io/teaching-teamwork/#three-resistors-level2,82825
aa9748b7debe4ef99f5f4fb8b0862ac8,31727@learn.concord.org,LARA-log-poc,activity: 6200,Moved DMM dial,1475530207.760999,0.0,0.0,"",330,"",ac_voltage,voltage,"","",three-resistors-level2,"",01.4,"","","",0,c14,c20,acv_200,"","",Dogs,"",c14,"",330,"","",acv_200,c14,"","",2.00,c20,"",h,"","",330,voltage,"","",c20,true,"","",dcv_20,"",dcv_1000,"","","",33631,https://learn.concord.org/dataservice/external_activity_data/0c8efeaa-94ff-48fa-82d2-2f5d44bb5320,6200,56050,http://authoring.concord.org/activities/6200/pages/82825/f51fc073-d5d3-4333-947c-71435e5ff8d4,f51fc073-d5d3-4333-947c-71435e5ff8d4,Teaching Teamwork - Three Resistors Fall 2016,https://concord-consortium.github.io/teaching-teamwork/#three-resistors-level2,82825
aa9748b7debe4ef99f5f4fb8b0862ac8,31727@learn.concord.org,LARA-log-poc,activity: 6200,Moved DMM dial,1475530207.759999,0.0,0.0,"",330,"",ac_voltage,voltage,"","",three-resistors-level2,"",01.4,"","","",0,c14,c20,acv_200,"","",Dogs,"",c14,"",330,"","",acv_200,c14,"","",2.00,c20,"",h,"","",330,voltage,"","",c20,true,"","",dcv_20,"",dcv_1000,"","","",33631,https://learn.concord.org/dataservice/external_activity_data/0c8efeaa-94ff-48fa-82d2-2f5d44bb5320,6200,56050,http://authoring.concord.org/activities/6200/pages/82825/f51fc073-d5d3-4333-947c-71435e5ff8d4,f51fc073-d5d3-4333-947c-71435e5ff8d4,Teaching Teamwork - Three Resistors Fall 2016,https://concord-consortium.github.io/teaching-teamwork/#three-resistors-level2,82825
aa9748b7debe4ef99f5f4fb8b0862ac8,31727@learn.concord.org,LARA-log-poc,activity: 6200,DMM measurement,1475530208.513,0.0,0.0,"",330,acv_750,ac_voltage,voltage,"",c14,three-resistors-level2,"",h,"","","",0,c14,c20,acv_750,"","",Dogs,"",c14,"",330,"","","",c14,h,"",2.00,c20,"",h,c20,ac_voltage,330,voltage,"","",c20,true,"","",dcv_20,"",dcv_1000,"","","",33631,https://learn.concord.org/dataservice/external_activity_data/0c8efeaa-94ff-48fa-82d2-2f5d44bb5320,6200,56050,http://authoring.concord.org/activities/6200/pages/82825/f51fc073-d5d3-4333-947c-71435e5ff8d4,f51fc073-d5d3-4333-947c-71435e5ff8d4,Teaching Teamwork - Three Resistors Fall 2016,https://concord-consortium.github.io/teaching-teamwork/#three-resistors-level2,82825
aa9748b7debe4ef99f5f4fb8b0862ac8,31727@learn.concord.org,LARA-log-poc,activity: 6200,DMM measurement,1475530208.510999,0.0,0.0,"",330,acv_750,ac_voltage,voltage,"",c14,three-resistors-level2,"",h,"","","",0,c14,c20,acv_750,"","",Dogs,"",c14,"",330,"","","",c14,h,"",2.00,c20,"",h,c20,ac_voltage,330,voltage,"","",c20,true,"","",dcv_20,"",dcv_1000,"","","",33631,https://learn.concord.org/dataservice/external_activity_data/0c8efeaa-94ff-48fa-82d2-2f5d44bb5320,6200,56050,http://authoring.concord.org/activities/6200/pages/82825/f51fc073-d5d3-4333-947c-71435e5ff8d4,f51fc073-d5d3-4333-947c-71435e5ff8d4,Teaching Teamwork - Three Resistors Fall 2016,https://concord-consortium.github.io/teaching-teamwork/#three-resistors-level2,82825
aa9748b7debe4ef99f5f4fb8b0862ac8,31727@learn.concord.org,LARA-log-poc,activity: 6200,Moved DMM dial,1475530208.516,0.0,0.0,"",330,"",ac_voltage,voltage,"","",three-resistors-level2,"",h,"","","",0,c14,c20,acv_750,"","",Dogs,"",c14,"",330,"","",acv_750,c14,"","",2.00,c20,"",h,"","",330,voltage,"","",c20,true,"","",dcv_20,"",dcv_1000,"","","",33631,https://learn.concord.org/dataservice/external_activity_data/0c8efeaa-94ff-48fa-82d2-2f5d44bb5320,6200,56050,http://authoring.concord.org/activities/6200/pages/82825/f51fc073-d5d3-4333-947c-71435e5ff8d4,f51fc073-d5d3-4333-947c-71435e5ff8d4,Teaching Teamwork - Three Resistors Fall 2016,https://concord-consortium.github.io/teaching-teamwork/#three-resistors-level2,82825
aa9748b7debe4ef99f5f4fb8b0862ac8,31727@learn.concord.org,LARA-log-poc,activity: 6200,Moved DMM dial,1475530208.515,0.0,0.0,"",330,"",ac_voltage,voltage,"","",three-resistors-level2,"",h,"","","",0,c14,c20,acv_750,"","",Dogs,"",c14,"",330,"","",acv_750,c14,"","",2.00,c20,"",h,"","",330,voltage,"","",c20,true,"","",dcv_20,"",dcv_1000,"","","",33631,https://learn.concord.org/dataservice/external_activity_data/0c8efeaa-94ff-48fa-82d2-2f5d44bb5320,6200,56050,http://authoring.concord.org/activities/6200/pages/82825/f51fc073-d5d3-4333-947c-71435e5ff8d4,f51fc073-d5d3-4333-947c-71435e5ff8d4,Teaching Teamwork - Three Resistors Fall 2016,https://concord-consortium.github.io/teaching-teamwork/#three-resistors-level2,82825
b3e78466a388ff4dbeb471b561aeca8c,31729@learn.concord.org,LARA-log-poc,activity: 6200,Closed calculator,1475530208.683,0.0,0.0,"",120,"",voltage,voltage,"","",three-resistors-level3,"",- 2.1 5,"","","",1,c14,"",dcv_20,"","",Weather,"","","",330,"","","",c14,"","","",c20,"",3.22,"","",220,"","","",c20,true,"","","","",dcv_20,"","","",33628,https://learn.concord.org/dataservice/external_activity_data/50b0339b-6f9f-44a8-bc3a-aaea39d17369,6200,56051,http://authoring.concord.org/activities/6200/pages/82826/cdfa48a7-cb9e-412c-93d5-f0fd3479e026,cdfa48a7-cb9e-412c-93d5-f0fd3479e026,Teaching Teamwork - Three Resistors Fall 2016,https://concord-consortium.github.io/teaching-teamwork/#three-resistors-level3,82826
aa9748b7debe4ef99f5f4fb8b0862ac8,31727@learn.concord.org,LARA-log-poc,activity: 6200,DMM measurement,1475530208.687,0.0,0.0,"",330,dcv_1000,voltage,voltage,"",c14,three-resistors-level2,"",h-,"","","",0,c14,c20,dcv_1000,"","",Dogs,"",c14,"",330,"","","",c14,h-,"",2.00,c20,"",h,c20,voltage,330,voltage,"","",c20,true,"","",dcv_20,"",dcv_1000,"","","",33631,https://learn.concord.org/dataservice/external_activity_data/0c8efeaa-94ff-48fa-82d2-2f5d44bb5320,6200,56050,http://authoring.concord.org/activities/6200/pages/82825/f51fc073-d5d3-4333-947c-71435e5ff8d4,f51fc073-d5d3-4333-947c-71435e5ff8d4,Teaching Teamwork - Three Resistors Fall 2016,https://concord-consortium.github.io/teaching-teamwork/#three-resistors-level2,82825
aa9748b7debe4ef99f5f4fb8b0862ac8,31727@learn.concord.org,LARA-log-poc,activity: 6200,DMM measurement,1475530208.688999,0.0,0.0,"",330,dcv_1000,voltage,voltage,"",c14,three-resistors-level2,"",h-,"","","",0,c14,c20,dcv_1000,"","",Dogs,"",c14,"",330,"","","",c14,h-,"",2.00,c20,"",h,c20,voltage,330,voltage,"","",c20,true,"","",dcv_20,"",dcv_1000,"","","",33631,https://learn.concord.org/dataservice/external_activity_data/0c8efeaa-94ff-48fa-82d2-2f5d44bb5320,6200,56050,http://authoring.concord.org/activities/6200/pages/82825/f51fc073-d5d3-4333-947c-71435e5ff8d4,f51fc073-d5d3-4333-947c-71435e5ff8d4,Teaching Teamwork - Three Resistors Fall 2016,https://concord-consortium.github.io/teaching-teamwork/#three-resistors-level2,82825
aa9748b7debe4ef99f5f4fb8b0862ac8,31727@learn.concord.org,LARA-log-poc,activity: 6200,Moved DMM dial,1475530208.6929998,0.0,0.0,"",330,"",voltage,voltage,"","",three-resistors-level2,"",h-,"","","",0,c14,c20,dcv_1000,"","",Dogs,"",c14,"",330,"","",dcv_1000,c14,"","",2.00,c20,"",h,"","",330,voltage,"","",c20,true,"","",dcv_20,"",dcv_1000,"","","",33631,https://learn.concord.org/dataservice/external_activity_data/0c8efeaa-94ff-48fa-82d2-2f5d44bb5320,6200,56050,http://authoring.concord.org/activities/6200/pages/82825/f51fc073-d5d3-4333-947c-71435e5ff8d4,f51fc073-d5d3-4333-947c-71435e5ff8d4,Teaching Teamwork - Three Resistors Fall 2016,https://concord-consortium.github.io/teaching-teamwork/#three-resistors-level2,82825
aa9748b7debe4ef99f5f4fb8b0862ac8,31727@learn.concord.org,LARA-log-poc,activity: 6200,Moved DMM dial,1475530208.691999,0.0,0.0,"",330,"",voltage,voltage,"","",three-resistors-level2,"",h-,"","","",0,c14,c20,dcv_1000,"","",Dogs,"",c14,"",330,"","",dcv_1000,c14,"","",2.00,c20,"",h,"","",330,voltage,"","",c20,true,"","",dcv_20,"",dcv_1000,"","","",33631,https://learn.concord.org/dataservice/external_activity_data/0c8efeaa-94ff-48fa-82d2-2f5d44bb5320,6200,56050,http://authoring.concord.org/activities/6200/pages/82825/f51fc073-d5d3-4333-947c-71435e5ff8d4,f51fc073-d5d3-4333-947c-71435e5ff8d4,Teaching Teamwork - Three Resistors Fall 2016,https://concord-consortium.github.io/teaching-teamwork/#three-resistors-level2,82825
aa9748b7debe4ef99f5f4fb8b0862ac8,31727@learn.concord.org,LARA-log-poc,activity: 6200,Moved DMM dial,1475530208.9859998,0.0,0.0,"",330,"",voltage,voltage,"","",three-resistors-level2,"",- 0 2.0,"","","",0,c14,c20,dcv_200,"","",Dogs,"",c14,"",330,"","",dcv_200,c14,"","",2.00,c20,"",h,"","",330,voltage,"","",c20,true,"","",dcv_20,"",dcv_1000,"","","",33631,https://learn.concord.org/dataservice/external_activity_data/0c8efeaa-94ff-48fa-82d2-2f5d44bb5320,6200,56050,http://authoring.concord.org/activities/6200/pages/82825/f51fc073-d5d3-4333-947c-71435e5ff8d4,f51fc073-d5d3-4333-947c-71435e5ff8d4,Teaching Teamwork - Three Resistors Fall 2016,https://concord-consortium.github.io/teaching-teamwork/#three-resistors-level2,82825
aa9748b7debe4ef99f5f4fb8b0862ac8,31727@learn.concord.org,LARA-log-poc,activity: 6200,DMM measurement,1475530208.984999,0.0,0.0,"",330,dcv_200,voltage,voltage,"",c14,three-resistors-level2,"",- 0 2.0,"","","",0,c14,c20,dcv_200,"","",Dogs,"",c14,"",330,"","","",c14,- 0 2.0,"",2.00,c20,"",h,c20,voltage,330,voltage,"","",c20,true,"","",dcv_20,"",dcv_1000,"","","",33631,https://learn.concord.org/dataservice/external_activity_data/0c8efeaa-94ff-48fa-82d2-2f5d44bb5320,6200,56050,http://authoring.concord.org/activities/6200/pages/82825/f51fc073-d5d3-4333-947c-71435e5ff8d4,f51fc073-d5d3-4333-947c-71435e5ff8d4,Teaching Teamwork - Three Resistors Fall 2016,https://concord-consortium.github.io/teaching-teamwork/#three-resistors-level2,82825
aa9748b7debe4ef99f5f4fb8b0862ac8,31727@learn.concord.org,LARA-log-poc,activity: 6200,DMM measurement,1475530208.983999,0.0,0.0,"",330,dcv_200,voltage,voltage,"",c14,three-resistors-level2,"",- 0 2.0,"","","",0,c14,c20,dcv_200,"","",Dogs,"",c14,"",330,"","","",c14,- 0 2.0,"",2.00,c20,"",h,c20,voltage,330,voltage,"","",c20,true,"","",dcv_20,"",dcv_1000,"","","",33631,https://learn.concord.org/dataservice/external_activity_data/0c8efeaa-94ff-48fa-82d2-2f5d44bb5320,6200,56050,http://authoring.concord.org/activities/6200/pages/82825/f51fc073-d5d3-4333-947c-71435e5ff8d4,f51fc073-d5d3-4333-947c-71435e5ff8d4,Teaching Teamwork - Three Resistors Fall 2016,https://concord-consortium.github.io/teaching-teamwork/#three-resistors-level2,82825
