session,username,application,activity,event,time,created_at,updated_at,event_value,switch,board,source,currentFlowing,dest,levelName,run_remote_id,run_remote_endpoint,activity_id,interactive_id,url,run_key,activity_name,multiple_choice_answer,interactive_url,page_id
db8f753f74c23b48fc26173e618c2056,31190@learn.concord.org,LARA-log-poc,activity: 7091,open activity index,1490211489,0,0,,,,,,,,71979,https://learn.concord.org/dataservice/external_activity_data/d280d659-159e-4a09-8303-0e562b7e313c,7091,,https://authoring.concord.org/activities/7091?externalId=71979&logging=true&returnUrl=https%3A%2F%2Flearn.concord.org%2Fdataservice%2Fexternal_activity_data%2Fd280d659-159e-4a09-8303-0e562b7e313c,ce93e8e3-0649-46be-9890-dffe39791bd8,Teaching Teamwork - Light it up! (Solo),,,
db8f753f74c23b48fc26173e618c2056,31190@learn.concord.org,LARA-log-poc,activity: 7091,exit page,1490211492,0,0,,,,,,,,71979,https://learn.concord.org/dataservice/external_activity_data/d280d659-159e-4a09-8303-0e562b7e313c,7091,,https://authoring.concord.org/activities/7091?externalId=71979&logging=true&returnUrl=https%3A%2F%2Flearn.concord.org%2Fdataservice%2Fexternal_activity_data%2Fd280d659-159e-4a09-8303-0e562b7e313c,ce93e8e3-0649-46be-9890-dffe39791bd8,Teaching Teamwork - Light it up! (Solo),,,
db8f753f74c23b48fc26173e618c2056,31190@learn.concord.org,LARA-log-poc,activity: 7091,open activity page,1490211493,0,0,,,,,,,,71979,https://learn.concord.org/dataservice/external_activity_data/d280d659-159e-4a09-8303-0e562b7e313c,7091,,https://authoring.concord.org/activities/7091/pages/93458/ce93e8e3-0649-46be-9890-dffe39791bd8,ce93e8e3-0649-46be-9890-dffe39791bd8,Teaching Teamwork - Light it up! (Solo),,,93458
db8f753f74c23b48fc26173e618c2056,31190@learn.concord.org,LARA-log-poc,activity: 7091,focus in,1490211496,0,0,,,,,,,,71979,https://learn.concord.org/dataservice/external_activity_data/d280d659-159e-4a09-8303-0e562b7e313c,7091,,https://authoring.concord.org/activities/7091/pages/93458/ce93e8e3-0649-46be-9890-dffe39791bd8,ce93e8e3-0649-46be-9890-dffe39791bd8,Teaching Teamwork - Light it up! (Solo),3500216,,93458
db8f753f74c23b48fc26173e618c2056,31190@learn.concord.org,LARA-log-poc,activity: 7091,answer saved,1490211497,0,0,,,,,,,,71979,https://learn.concord.org/dataservice/external_activity_data/d280d659-159e-4a09-8303-0e562b7e313c,7091,,https://authoring.concord.org/activities/7091/pages/93458/ce93e8e3-0649-46be-9890-dffe39791bd8,ce93e8e3-0649-46be-9890-dffe39791bd8,Teaching Teamwork - Light it up! (Solo),3500216,,93458
db8f753f74c23b48fc26173e618c2056,31190@learn.concord.org,LARA-log-poc,activity: 7091,submit answer,1490211497,0,0,,,,,,,,71979,https://learn.concord.org/dataservice/external_activity_data/d280d659-159e-4a09-8303-0e562b7e313c,7091,,https://authoring.concord.org/activities/7091/pages/93458/ce93e8e3-0649-46be-9890-dffe39791bd8,ce93e8e3-0649-46be-9890-dffe39791bd8,Teaching Teamwork - Light it up! (Solo),3500216,,93458
db8f753f74c23b48fc26173e618c2056,31190@learn.concord.org,LARA-log-poc,activity: 7091,focus out,1490211497,0,0,,,,,,,,71979,https://learn.concord.org/dataservice/external_activity_data/d280d659-159e-4a09-8303-0e562b7e313c,7091,,https://authoring.concord.org/activities/7091/pages/93458/ce93e8e3-0649-46be-9890-dffe39791bd8,ce93e8e3-0649-46be-9890-dffe39791bd8,Teaching Teamwork - Light it up! (Solo),3500216,,93458
db8f753f74c23b48fc26173e618c2056,31190@learn.concord.org,LARA-log-poc,activity: 7091,exit page,1490211501,0,0,,,,,,,,71979,https://learn.concord.org/dataservice/external_activity_data/d280d659-159e-4a09-8303-0e562b7e313c,7091,,https://authoring.concord.org/activities/7091/pages/93458/ce93e8e3-0649-46be-9890-dffe39791bd8,ce93e8e3-0649-46be-9890-dffe39791bd8,Teaching Teamwork - Light it up! (Solo),,,93458
db8f753f74c23b48fc26173e618c2056,31190@learn.concord.org,LARA-log-poc,activity: 7091,open activity page,1490211501,0,0,,,,,,,,71979,https://learn.concord.org/dataservice/external_activity_data/d280d659-159e-4a09-8303-0e562b7e313c,7091,,https://authoring.concord.org/activities/7091/pages/93459/ce93e8e3-0649-46be-9890-dffe39791bd8,ce93e8e3-0649-46be-9890-dffe39791bd8,Teaching Teamwork - Light it up! (Solo),,,93459
db8f753f74c23b48fc26173e618c2056,31190@learn.concord.org,LARA-log-poc,activity: 7091,clicked in the simulation window,1490211507,0,0,,,,,,,,71979,https://learn.concord.org/dataservice/external_activity_data/d280d659-159e-4a09-8303-0e562b7e313c,7091,63240,https://authoring.concord.org/activities/7091/pages/93459/ce93e8e3-0649-46be-9890-dffe39791bd8,ce93e8e3-0649-46be-9890-dffe39791bd8,Teaching Teamwork - Light it up! (Solo),,,93459
db8f753f74c23b48fc26173e618c2056,31190@learn.concord.org,LARA-log-poc,activity: 7091,Opened board,1490211510,0,0,0,,0,,TRUE,,pic,71979,https://learn.concord.org/dataservice/external_activity_data/d280d659-159e-4a09-8303-0e562b7e313c,7091,63240,https://authoring.concord.org/activities/7091/pages/93459/ce93e8e3-0649-46be-9890-dffe39791bd8,ce93e8e3-0649-46be-9890-dffe39791bd8,Teaching Teamwork - Light it up! (Solo),,https://teaching-teamwork.concord.org/pic/?soloMode,93459
db8f753f74c23b48fc26173e618c2056,31190@learn.concord.org,LARA-log-poc,activity: 7091,Add wire,1490211513,0,0,,,0,"{""component""=>""keypad"", ""pin""=>{""index""=>0, ""name""=>""COL0""}, ""type""=>""pin"", ""board""=>0}",TRUE,"{""connector""=>""input"", ""hole""=>{""index""=>0, ""color""=>""#555""}, ""type""=>""hole"", ""board""=>0}",pic,71979,https://learn.concord.org/dataservice/external_activity_data/d280d659-159e-4a09-8303-0e562b7e313c,7091,63240,https://authoring.concord.org/activities/7091/pages/93459/ce93e8e3-0649-46be-9890-dffe39791bd8,ce93e8e3-0649-46be-9890-dffe39791bd8,Teaching Teamwork - Light it up! (Solo),,https://teaching-teamwork.concord.org/pic/?soloMode,93459
db8f753f74c23b48fc26173e618c2056,31190@learn.concord.org,LARA-log-poc,activity: 7091,Add wire,1490211515,0,0,,,0,"{""component""=>""keypad"", ""pin""=>{""index""=>1, ""name""=>""COL1""}, ""type""=>""pin"", ""board""=>0}",TRUE,"{""connector""=>""input"", ""hole""=>{""index""=>1, ""color""=>""#555""}, ""type""=>""hole"", ""board""=>0}",pic,71979,https://learn.concord.org/dataservice/external_activity_data/d280d659-159e-4a09-8303-0e562b7e313c,7091,63240,https://authoring.concord.org/activities/7091/pages/93459/ce93e8e3-0649-46be-9890-dffe39791bd8,ce93e8e3-0649-46be-9890-dffe39791bd8,Teaching Teamwork - Light it up! (Solo),,https://teaching-teamwork.concord.org/pic/?soloMode,93459
db8f753f74c23b48fc26173e618c2056,31190@learn.concord.org,LARA-log-poc,activity: 7091,Add wire,1490211517,0,0,,,0,"{""component""=>""keypad"", ""pin""=>{""index""=>2, ""name""=>""COL2""}, ""type""=>""pin"", ""board""=>0}",TRUE,"{""connector""=>""input"", ""hole""=>{""index""=>2, ""color""=>""#555""}, ""type""=>""hole"", ""board""=>0}",pic,71979,https://learn.concord.org/dataservice/external_activity_data/d280d659-159e-4a09-8303-0e562b7e313c,7091,63240,https://authoring.concord.org/activities/7091/pages/93459/ce93e8e3-0649-46be-9890-dffe39791bd8,ce93e8e3-0649-46be-9890-dffe39791bd8,Teaching Teamwork - Light it up! (Solo),,https://teaching-teamwork.concord.org/pic/?soloMode,93459
db8f753f74c23b48fc26173e618c2056,31190@learn.concord.org,LARA-log-poc,activity: 7091,Closed board,1490211522,0,0,0,,0,,TRUE,,pic,71979,https://learn.concord.org/dataservice/external_activity_data/d280d659-159e-4a09-8303-0e562b7e313c,7091,63240,https://authoring.concord.org/activities/7091/pages/93459/ce93e8e3-0649-46be-9890-dffe39791bd8,ce93e8e3-0649-46be-9890-dffe39791bd8,Teaching Teamwork - Light it up! (Solo),,https://teaching-teamwork.concord.org/pic/?soloMode,93459
db8f753f74c23b48fc26173e618c2056,31190@learn.concord.org,LARA-log-poc,activity: 7091,Opened board,1490211525,0,0,1,,0,,TRUE,,pic,71979,https://learn.concord.org/dataservice/external_activity_data/d280d659-159e-4a09-8303-0e562b7e313c,7091,63240,https://authoring.concord.org/activities/7091/pages/93459/ce93e8e3-0649-46be-9890-dffe39791bd8,ce93e8e3-0649-46be-9890-dffe39791bd8,Teaching Teamwork - Light it up! (Solo),,https://teaching-teamwork.concord.org/pic/?soloMode,93459
db8f753f74c23b48fc26173e618c2056,31190@learn.concord.org,LARA-log-poc,activity: 7091,Add wire,1490211530,0,0,,,0,"{""connector""=>""bus"", ""hole""=>{""index""=>0, ""color""=>""#555""}, ""type""=>""hole"", ""board""=>1}",TRUE,"{""component""=>""pic"", ""pin""=>{""index""=>0, ""name""=>""RA2""}, ""type""=>""pin"", ""board""=>1}",pic,71979,https://learn.concord.org/dataservice/external_activity_data/d280d659-159e-4a09-8303-0e562b7e313c,7091,63240,https://authoring.concord.org/activities/7091/pages/93459/ce93e8e3-0649-46be-9890-dffe39791bd8,ce93e8e3-0649-46be-9890-dffe39791bd8,Teaching Teamwork - Light it up! (Solo),,https://teaching-teamwork.concord.org/pic/?soloMode,93459
db8f753f74c23b48fc26173e618c2056,31190@learn.concord.org,LARA-log-poc,activity: 7091,Add wire,1490211532,0,0,,,0,"{""component""=>""pic"", ""pin""=>{""index""=>9, ""name""=>""RA1""}, ""type""=>""pin"", ""board""=>1}",TRUE,"{""connector""=>""output"", ""hole""=>{""index""=>4, ""color""=>""#555""}, ""type""=>""hole"", ""board""=>1}",pic,71979,https://learn.concord.org/dataservice/external_activity_data/d280d659-159e-4a09-8303-0e562b7e313c,7091,63240,https://authoring.concord.org/activities/7091/pages/93459/ce93e8e3-0649-46be-9890-dffe39791bd8,ce93e8e3-0649-46be-9890-dffe39791bd8,Teaching Teamwork - Light it up! (Solo),,https://teaching-teamwork.concord.org/pic/?soloMode,93459
db8f753f74c23b48fc26173e618c2056,31190@learn.concord.org,LARA-log-poc,activity: 7091,Closed board,1490211536,0,0,1,,0,,TRUE,,pic,71979,https://learn.concord.org/dataservice/external_activity_data/d280d659-159e-4a09-8303-0e562b7e313c,7091,63240,https://authoring.concord.org/activities/7091/pages/93459/ce93e8e3-0649-46be-9890-dffe39791bd8,ce93e8e3-0649-46be-9890-dffe39791bd8,Teaching Teamwork - Light it up! (Solo),,https://teaching-teamwork.concord.org/pic/?soloMode,93459
db8f753f74c23b48fc26173e618c2056,31190@learn.concord.org,LARA-log-poc,activity: 7091,Opened board,1490211538,0,0,2,,0,,TRUE,,pic,71979,https://learn.concord.org/dataservice/external_activity_data/d280d659-159e-4a09-8303-0e562b7e313c,7091,63240,https://authoring.concord.org/activities/7091/pages/93459/ce93e8e3-0649-46be-9890-dffe39791bd8,ce93e8e3-0649-46be-9890-dffe39791bd8,Teaching Teamwork - Light it up! (Solo),,https://teaching-teamwork.concord.org/pic/?soloMode,93459
db8f753f74c23b48fc26173e618c2056,31190@learn.concord.org,LARA-log-poc,activity: 7091,Closed board,1490211541,0,0,2,,0,,TRUE,,pic,71979,https://learn.concord.org/dataservice/external_activity_data/d280d659-159e-4a09-8303-0e562b7e313c,7091,63240,https://authoring.concord.org/activities/7091/pages/93459/ce93e8e3-0649-46be-9890-dffe39791bd8,ce93e8e3-0649-46be-9890-dffe39791bd8,Teaching Teamwork - Light it up! (Solo),,https://teaching-teamwork.concord.org/pic/?soloMode,93459
db8f753f74c23b48fc26173e618c2056,31190@learn.concord.org,LARA-log-poc,activity: 7091,Opened board,1490211542,0,0,2,,0,,TRUE,,pic,71979,https://learn.concord.org/dataservice/external_activity_data/d280d659-159e-4a09-8303-0e562b7e313c,7091,63240,https://authoring.concord.org/activities/7091/pages/93459/ce93e8e3-0649-46be-9890-dffe39791bd8,ce93e8e3-0649-46be-9890-dffe39791bd8,Teaching Teamwork - Light it up! (Solo),,https://teaching-teamwork.concord.org/pic/?soloMode,93459
db8f753f74c23b48fc26173e618c2056,31190@learn.concord.org,LARA-log-poc,activity: 7091,Add wire,1490211545,0,0,,,0,"{""component""=>""led"", ""pin""=>{""index""=>0, ""name""=>""g""}, ""type""=>""pin"", ""board""=>2}",TRUE,"{""connector""=>""output"", ""hole""=>{""index""=>3, ""color""=>""#555""}, ""type""=>""hole"", ""board""=>2}",pic,71979,https://learn.concord.org/dataservice/external_activity_data/d280d659-159e-4a09-8303-0e562b7e313c,7091,63240,https://authoring.concord.org/activities/7091/pages/93459/ce93e8e3-0649-46be-9890-dffe39791bd8,ce93e8e3-0649-46be-9890-dffe39791bd8,Teaching Teamwork - Light it up! (Solo),,https://teaching-teamwork.concord.org/pic/?soloMode,93459
db8f753f74c23b48fc26173e618c2056,31190@learn.concord.org,LARA-log-poc,activity: 7091,Add wire,1490211552,0,0,,,0,"{""component""=>""led"", ""pin""=>{""index""=>1, ""name""=>""f""}, ""type""=>""pin"", ""board""=>2}",TRUE,"{""component""=>""led"", ""pin""=>{""index""=>2, ""name""=>""ca""}, ""type""=>""pin"", ""board""=>2}",pic,71979,https://learn.concord.org/dataservice/external_activity_data/d280d659-159e-4a09-8303-0e562b7e313c,7091,63240,https://authoring.concord.org/activities/7091/pages/93459/ce93e8e3-0649-46be-9890-dffe39791bd8,ce93e8e3-0649-46be-9890-dffe39791bd8,Teaching Teamwork - Light it up! (Solo),,https://teaching-teamwork.concord.org/pic/?soloMode,93459
db8f753f74c23b48fc26173e618c2056,31190@learn.concord.org,LARA-log-poc,activity: 7091,Add wire,1490211558,0,0,,,0,"{""component""=>""led"", ""pin""=>{""index""=>1, ""name""=>""f""}, ""type""=>""pin"", ""board""=>2}",TRUE,"{""component""=>""pic"", ""pin""=>{""index""=>9, ""name""=>""RA1""}, ""type""=>""pin"", ""board""=>2}",pic,71979,https://learn.concord.org/dataservice/external_activity_data/d280d659-159e-4a09-8303-0e562b7e313c,7091,63240,https://authoring.concord.org/activities/7091/pages/93459/ce93e8e3-0649-46be-9890-dffe39791bd8,ce93e8e3-0649-46be-9890-dffe39791bd8,Teaching Teamwork - Light it up! (Solo),,https://teaching-teamwork.concord.org/pic/?soloMode,93459
db8f753f74c23b48fc26173e618c2056,31190@learn.concord.org,LARA-log-poc,activity: 7091,Add wire,1490211561,0,0,,,0,"{""component""=>""led"", ""pin""=>{""index""=>6, ""name""=>""d""}, ""type""=>""pin"", ""board""=>2}",TRUE,"{""component""=>""pic"", ""pin""=>{""index""=>16, ""name""=>""RB5""}, ""type""=>""pin"", ""board""=>2}",pic,71979,https://learn.concord.org/dataservice/external_activity_data/d280d659-159e-4a09-8303-0e562b7e313c,7091,63240,https://authoring.concord.org/activities/7091/pages/93459/ce93e8e3-0649-46be-9890-dffe39791bd8,ce93e8e3-0649-46be-9890-dffe39791bd8,Teaching Teamwork - Light it up! (Solo),,https://teaching-teamwork.concord.org/pic/?soloMode,93459
db8f753f74c23b48fc26173e618c2056,31190@learn.concord.org,LARA-log-poc,activity: 7091,Remove wire,1490211587,0,0,,,0,"{""component""=>""led"", ""pin""=>{""index""=>0, ""name""=>""g""}, ""type""=>""pin"", ""board""=>2}",TRUE,"{""connector""=>""output"", ""hole""=>{""index""=>3, ""color""=>""#555""}, ""type""=>""hole"", ""board""=>2}",pic,71979,https://learn.concord.org/dataservice/external_activity_data/d280d659-159e-4a09-8303-0e562b7e313c,7091,63240,https://authoring.concord.org/activities/7091/pages/93459/ce93e8e3-0649-46be-9890-dffe39791bd8,ce93e8e3-0649-46be-9890-dffe39791bd8,Teaching Teamwork - Light it up! (Solo),,https://teaching-teamwork.concord.org/pic/?soloMode,93459
